Година на улова;Месец на улова;Място на разтоварване;Вид риба;Дължина;Дата;Общо улов[кг];Средено за деклар.[кг];Брой декларации;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;07.04.2008;1125;1125;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;07.04.2008;2850;2850;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.04.2008;5505;1835;3;
2008;4;Созопол;Рапан ;4.9;08.04.2008;547;547;1;
2008;4;Созопол;Рапан ;7.5;08.04.2008;830;830;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);10.6;08.04.2008;150;150;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;08.04.2008;105;105;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;08.04.2008;1785;892.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;08.04.2008;3555;1777.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;08.04.2008;4125;2062.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;08.04.2008;5325;1775;3;
2008;4;Созопол;Рапан ;4.9;09.04.2008;435;435;1;
2008;4;Созопол;Рапан ;7.26;09.04.2008;765;765;1;
2008;4;Созопол;Рапан ;7.5;09.04.2008;755;755;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;09.04.2008;60;60;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;09.04.2008;1095;1095;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;09.04.2008;3210;1605;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;09.04.2008;5190;1297.5;4;
2008;4;Созопол;Рапан ;7.5;10.04.2008;920;920;1;
2008;4;Созопол;Рапан ;8;10.04.2008;891;891;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;10.04.2008;75;75;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;10.04.2008;1530;1530;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;10.04.2008;2100;2100;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.04.2008;2535;1267.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.04.2008;6660;1332;5;
2008;4;Созопол;Рапан ;4.9;11.04.2008;445;445;1;
2008;4;Созопол;Рапан ;7.5;11.04.2008;1018;1018;1;
2008;4;Созопол;Рапан ;8;11.04.2008;688;688;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;11.04.2008;30;30;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;11.04.2008;2610;1305;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.04.2008;3510;3510;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.04.2008;6615;2205;3;
2008;4;Созопол;Калкан ;6.2;12.04.2008;12;12;1;
2008;4;Созопол;Попчета;6.2;12.04.2008;8;8;1;
2008;4;Созопол;Рапан ;4.9;12.04.2008;762;762;1;
2008;4;Созопол;Рапан ;7.5;12.04.2008;712;712;1;
2008;4;Созопол;Рапан ;8;12.04.2008;760;760;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;12.04.2008;2000;1000;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;12.04.2008;2520;1260;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;12.04.2008;1290;1290;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.04.2008;6090;1218;5;
2008;4;Созопол;Попчета;6.2;13.04.2008;9;9;1;
2008;4;Созопол;Рапан ;4.9;13.04.2008;432;432;1;
2008;4;Созопол;Рапан ;7.5;13.04.2008;966;966;1;
2008;4;Созопол;Рапан ;8;13.04.2008;703;703;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;13.04.2008;2190;1095;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;13.04.2008;855;427.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;13.04.2008;3015;1507.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.04.2008;7095;2365;3;
2008;4;Созопол;Калкан ;6.2;14.04.2008;32;32;1;
2008;4;Созопол;Калкан ;8.2;14.04.2008;18;18;1;
2008;4;Созопол;Попчета;6.2;14.04.2008;11;11;1;
2008;4;Созопол;Рапан ;7.5;14.04.2008;712;712;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;14.04.2008;1095;1095;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.04.2008;1545;1545;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.04.2008;8895;1779;5;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);8.4;15.04.2008;25;25;1;
2008;4;Созопол;Рапан ;4.9;17.04.2008;535;535;1;
2008;4;Созопол;Рапан ;7.5;17.04.2008;712;712;1;
2008;4;Созопол;Рапан ;8;17.04.2008;802;802;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;17.04.2008;90;90;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;17.04.2008;1725;862.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.04.2008;2365;1182.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.04.2008;1515;757.5;2;
2008;4;Созопол;Рапан ;4.9;18.04.2008;308;308;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;18.04.2008;45;45;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;18.04.2008;1785;1785;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.04.2008;1995;997.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.04.2008;450;450;1;
2008;4;Созопол;Рапан ;4.9;19.04.2008;563;563;1;
2008;4;Созопол;Рапан ;7.26;19.04.2008;739;739;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;19.04.2008;480;480;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.04.2008;4115;2057.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.04.2008;1065;1065;1;
2008;4;Созопол;Рапан ;7.5;20.04.2008;472;472;1;
2008;4;Созопол;Рапан ;8;20.04.2008;402;402;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);15;20.04.2008;120;120;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;20.04.2008;150;150;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;20.04.2008;2145;1072.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;20.04.2008;1905;952.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.04.2008;3315;1657.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.04.2008;3985;1328.33;3;
2008;4;Созопол;Рапан ;4.9;21.04.2008;341;341;1;
2008;4;Созопол;Рапан ;7.5;21.04.2008;330;330;1;
2008;4;Созопол;Рапан ;8;21.04.2008;341;341;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;21.04.2008;90;90;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.04.2008;1200;1200;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;21.04.2008;2595;1297.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.04.2008;7630;1907.5;4;
2008;4;Созопол;Рапан ;4.9;22.04.2008;200;200;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);17.3;22.04.2008;120;120;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;22.04.2008;2605;2605;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.04.2008;2955;1477.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.04.2008;6480;1620;4;
2008;4;Созопол;Рапан ;4.9;23.04.2008;300;300;1;
2008;4;Созопол;Рапан ;7.5;23.04.2008;512;512;1;
2008;4;Созопол;Рапан ;8;23.04.2008;362;362;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);7.5;23.04.2008;400;400;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;23.04.2008;1335;667.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;23.04.2008;3450;1725;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.04.2008;2820;1410;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.04.2008;7755;1938.75;4;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;25.04.2008;180;180;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.04.2008;2010;2010;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.04.2008;90;90;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.04.2008;7950;2650;3;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;29.04.2008;1290;645;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;29.04.2008;2010;1005;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;29.04.2008;3090;772.5;4;
2008;4;Созопол;Рапан ;4.9;30.04.2008;503;503;1;
2008;4;Созопол;Рапан ;7.5;30.04.2008;417;417;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);22.5;30.04.2008;1815;907.5;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);23.75;30.04.2008;855;855;1;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.45;30.04.2008;5460;2730;2;
2008;4;Созопол;Цаца (копърка, трицона, шпрот);25.5;30.04.2008;6390;2130;3;
2008;5;Созопол;Рапан ;8;01.05.2008;408;408;1;
2008;5;Созопол;Рапан ;7.5;02.05.2008;612;612;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;02.05.2008;570;285;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;02.05.2008;3930;1965;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;02.05.2008;2925;1462.5;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;03.05.2008;88;88;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;03.05.2008;2115;1057.5;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;03.05.2008;2670;1335;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;03.05.2008;4725;2362.5;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;04.05.2008;825;825;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;04.05.2008;240;240;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;04.05.2008;1410;1410;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.05.2008;660;660;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;05.05.2008;1545;1545;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;05.05.2008;540;540;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;05.05.2008;285;285;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;05.05.2008;1800;1800;1;
2008;5;Созопол;Рапан ;8;07.05.2008;560;560;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);11.1;07.05.2008;2100;2100;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);17.3;07.05.2008;150;150;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;07.05.2008;1320;1320;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;07.05.2008;1125;1125;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;07.05.2008;2805;2805;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.05.2008;14420;2884;5;
2008;5;Созопол;Рапан ;4.9;08.05.2008;392;392;1;
2008;5;Созопол;Рапан ;7.5;08.05.2008;712;712;1;
2008;5;Созопол;Рапан ;8;08.05.2008;460;460;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);17.3;08.05.2008;2250;2250;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;08.05.2008;2775;1387.5;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;08.05.2008;2220;1110;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;08.05.2008;6030;3015;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;08.05.2008;12440;2488;5;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);11.1;09.05.2008;450;450;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;09.05.2008;1680;1680;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;09.05.2008;1770;1770;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;09.05.2008;3120;3120;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;09.05.2008;11865;1977.5;6;
2008;5;Созопол;Рапан ;4.9;10.05.2008;345;345;1;
2008;5;Созопол;Рапан ;7.5;10.05.2008;512;512;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);23.75;10.05.2008;2490;1245;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.05.2008;3615;1807.5;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.05.2008;9285;1857;5;
2008;5;Созопол;Рапан ;4.9;11.05.2008;357;357;1;
2008;5;Созопол;Рапан ;7.5;11.05.2008;720;720;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;11.05.2008;1275;1275;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.05.2008;2940;1470;2;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.05.2008;17190;2455.71;7;
2008;5;Созопол;Рапан ;7.5;12.05.2008;454;454;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);17.3;12.05.2008;1455;1455;1;
2008;5;Созопол;Цаца (копърка, трицона, шпрот);22.5;12.05.2008;270;270;1;
